api_number,depth_top,depth_bot,thickness,porosity
42-123-33401,285.9024,549.8592,263.9568,0.15
42-123-33402,261.8232,458.4192,196.596,0.15
42-123-33404,187.7568,268.224,80.4672,0.15
42-123-33405,188.6712,268.224,79.5528,0.15
42-123-33406,185.928,270.9672,85.0392,0.15
42-123-33412,762,1066.8,304.8,0.15
42-123-33413,762,1066.8,304.8,0.15
42-123-33415,762,1066.8,304.8,0.15
42-123-33422,762,457.2,-304.8,0.15
42-123-33425,762,457.2,-304.8,0.15
42-123-33426,762,457.2,-304.8,0.15
42-123-33427,762,457.2,-304.8,0.15
42-123-33430,177.3936,339.5472,162.1536,0.15
42-123-33431,181.356,338.6328,157.2768,0.15
42-123-33432,178.9176,337.7184,158.8008,0.15
42-123-33435,152.4,396.24,243.84,0.15
42-123-33436,152.4,396.24,243.84,0.15
42-123-33437,152.4,396.24,243.84,0.15
42-123-33439,152.4,396.24,243.84,0.15
42-123-33440,152.4,396.24,243.84,0.15
42-123-33441,152.4,335.28,182.88,0.15
42-123-33442,152.4,396.24,243.84,0.15
42-123-33443,115.824,329.184,213.36,0.15
42-123-33444,137.16,350.52,213.36,0.15
42-123-33445,137.16,350.52,213.36,0.15
42-123-33446,137.16,350.52,213.36,0.15
42-123-33447,137.16,350.52,213.36,0.15
42-123-33448,137.16,350.52,213.36,0.15
42-123-33449,143.256,358.14,214.884,0.15
42-123-33450,143.256,358.14,214.884,0.15
42-123-33452,228.6,441.6552,213.0552,0.15
42-123-33456,121.92,365.76,243.84,0.15
42-123-33457,121.92,365.76,243.84,0.15
42-123-33458,121.92,365.76,243.84,0.15
42-123-33459,121.92,365.76,243.84,0.15
42-123-33462,181.6608,340.4616,158.8008,0.15
42-123-33477,365.76,640.08,274.32,0.15
42-123-33478,365.76,640.08,274.32,0.15
42-123-33479,365.76,640.08,274.32,0.15
42-123-33480,365.76,640.08,274.32,0.15
42-123-33481,146.304,361.188,214.884,0.15
42-123-33482,146.304,361.188,214.884,0.15
42-123-33483,274.0152,655.0152,381,0.15
42-123-33484,274.32,655.0152,380.6952,0.15
42-123-33485,228.6,608.9904,380.3904,0.15
42-123-33486,228.6,609.6,381,0.15
42-123-33487,228.6,608.9904,380.3904,0.15
42-123-33491,259.08,654.4056,395.3256,0.15
42-123-33492,243.84,655.0152,411.1752,0.15
42-123-33493,243.84,654.7104,410.8704,0.15
42-123-33494,243.84,654.1008,410.2608,0.15
42-123-33495,336.1944,601.3704,265.176,0.15
42-123-33499,228.6,654.1008,425.5008,0.15
42-123-33500,228.6,654.1008,425.5008,0.15
42-123-33501,228.6,654.1008,425.5008,0.15
42-123-33502,228.6,654.1008,425.5008,0.15
42-123-33506,254.8128,464.5152,209.7024,0.15
42-123-33507,365.76,640.08,274.32,0.15
42-123-33508,365.76,640.08,274.32,0.15
42-123-33509,365.76,640.08,274.32,0.15
42-123-33510,365.76,640.08,274.32,0.15
42-123-33511,562.356,609.6,47.244,0.15
42-123-33512,152.4,396.24,243.84,0.15
42-123-33513,365.76,640.08,274.32,0.15
42-123-33514,558.0888,609.6,51.5112,0.15
42-123-33515,457.2,655.32,198.12,0.15
42-123-33516,457.2,655.32,198.12,0.15
42-123-33517,213.36,340.7664,127.4064,0.15
42-123-33521,265.176,472.44,207.264,0.15
42-123-33525,274.32,562.9656,288.6456,0.15
42-123-33526,274.32,562.9656,288.6456,0.15
42-123-33527,274.32,562.9656,288.6456,0.15
42-123-33528,274.32,685.1904,410.8704,0.15
42-123-33529,274.32,685.1904,410.8704,0.15
42-123-33532,274.32,562.9656,288.6456,0.15
42-123-33533,274.32,562.9656,288.6456,0.15
42-123-33534,274.32,562.9656,288.6456,0.15
42-123-33535,457.2,655.32,198.12,0.15
42-123-33536,457.2,655.32,198.12,0.15
42-123-33537,457.2,655.32,198.12,0.15
42-123-33538,457.2,655.32,198.12,0.15
42-123-33539,457.2,655.32,198.12,0.15
42-123-33540,457.2,655.32,198.12,0.15
42-123-33541,210.0072,384.048,174.0408,0.15
42-123-33542,259.08,622.7064,363.6264,0.15
42-123-33543,259.08,623.316,364.236,0.15
42-123-33544,259.08,622.7064,363.6264,0.15
42-123-33548,213.36,340.7664,127.4064,0.15
42-123-33549,213.36,340.7664,127.4064,0.15
42-123-33552,586.74,701.6496,114.9096,0.15
42-123-33564,558.0888,609.6,51.5112,0.15
42-123-33565,560.832,609.6,48.768,0.15
42-123-33566,560.832,609.6,48.768,0.15
42-123-33567,562.356,609.6,47.244,0.15
42-123-33569,259.08,624.2304,365.1504,0.15
42-123-33570,243.84,624.2304,380.3904,0.15
42-123-33571,243.5352,624.2304,380.6952,0.15
42-123-33572,243.84,624.2304,380.3904,0.15
42-123-33581,228.6,591.0072,362.4072,0.15
42-123-33582,243.84,606.8568,363.0168,0.15
42-123-33583,243.84,606.552,362.712,0.15
42-123-33584,274.32,666.9024,392.5824,0.15
42-123-33585,274.32,669.6456,395.3256,0.15
42-123-33586,274.32,669.3408,395.0208,0.15
42-123-33587,274.32,666.5976,392.2776,0.15
42-123-33592,213.36,340.7664,127.4064,0.15
42-123-33593,213.36,340.7664,127.4064,0.15
42-123-33594,213.36,340.7664,127.4064,0.15
42-123-33595,213.36,340.7664,127.4064,0.15
42-123-33596,213.36,341.376,128.016,0.15
42-123-33597,213.36,341.376,128.016,0.15
42-123-33598,213.36,341.376,128.016,0.15
42-123-33599,213.36,344.424,131.064,0.15
42-123-33600,213.36,344.424,131.064,0.15
42-123-33602,213.36,344.424,131.064,0.15
42-123-33603,213.36,344.424,131.064,0.15
42-123-33604,213.36,344.424,131.064,0.15
42-123-33605,213.36,344.424,131.064,0.15
42-123-33606,213.36,344.424,131.064,0.15
42-123-33607,213.36,344.424,131.064,0.15
42-123-33608,213.36,344.424,131.064,0.15
42-123-33609,213.36,340.7664,127.4064,0.15
42-123-33611,213.36,340.7664,127.4064,0.15
42-123-33612,749.808,1048.512,298.704,0.15
42-123-33613,749.808,1048.512,298.704,0.15
42-123-33614,749.808,1048.512,298.704,0.15
42-123-33615,749.808,1048.512,298.704,0.15
42-123-33616,749.808,1048.512,298.704,0.15
42-123-33618,749.808,1048.512,298.704,0.15
42-123-33619,749.808,1048.512,298.704,0.15
42-123-33621,749.808,1048.512,298.704,0.15
42-123-33622,749.808,1048.512,298.704,0.15
42-123-33623,749.808,1048.512,298.704,0.15
42-123-33625,266.0904,491.3376,225.2472,0.15
42-123-33626,749.808,1048.512,298.704,0.15
42-123-33627,749.808,1048.512,298.704,0.15
42-123-33629,181.9656,405.384,223.4184,0.15
42-123-33630,183.4896,406.908,223.4184,0.15
42-123-33634,213.36,340.7664,127.4064,0.15
42-123-33635,749.808,1048.512,298.704,0.15
42-123-33636,749.808,1048.512,298.704,0.15
42-123-33637,749.808,1048.512,298.704,0.15
42-123-33638,749.808,1048.512,298.704,0.15
42-123-33639,749.808,1048.512,298.704,0.15
42-123-33640,749.808,1048.512,298.704,0.15
42-123-33641,749.808,1048.512,298.704,0.15
42-123-33651,493.776,1085.088,591.312,0.15
42-123-33655,749.1984,1052.7792,303.5808,0.15
42-123-33658,235.9152,372.1608,136.2456,0.15
42-123-33659,235.3056,372.4656,137.16,0.15
42-123-33660,235.3056,370.6368,135.3312,0.15
42-123-33661,235.6104,370.9416,135.3312,0.15
42-123-33662,280.7208,493.1664,212.4456,0.15
42-123-33663,302.0568,542.544,240.4872,0.15
42-123-33664,112.1664,327.0504,214.884,0.15
42-123-33665,120.396,334.6704,214.2744,0.15
42-123-33666,277.9776,444.7032,166.7256,0.15
42-123-33667,2509.4184,491.3376,-2018.0808,0.15
42-123-33668,272.1864,440.436,168.2496,0.15
42-123-33669,270.3576,435.2544,164.8968,0.15
42-123-33670,278.2824,446.8368,168.5544,0.15
42-123-33671,217.0176,386.4864,169.4688,0.15
42-123-33672,219.456,386.4864,167.0304,0.15
42-123-33679,303.8856,591.0072,287.1216,0.15
42-123-33680,373.9896,641.9088,267.9192,0.15
42-123-33681,338.6328,621.1824,282.5496,0.15
42-123-33692,228.6,594.0552,365.4552,0.15
42-123-33693,228.6,591.9216,363.3216,0.15
42-123-33694,228.2952,591.0072,362.712,0.15
42-123-33695,1000.3536,1111.6056,111.252,0.15
42-123-33697,228.2952,591.6168,363.3216,0.15
42-123-33698,228.2952,594.0552,365.76,0.15
42-123-33702,749.808,1048.512,298.704,0.15
42-123-33708,246.5832,468.7824,222.1992,0.15
42-123-33710,256.032,669.3408,413.3088,0.15
42-123-33711,268.224,670.56,402.336,0.15
42-123-33712,645.8712,1002.1824,356.3112,0.15
42-123-33713,268.224,679.3992,411.1752,0.15
42-123-33714,268.224,679.0944,410.8704,0.15
42-123-33715,268.224,679.704,411.48,0.15
42-123-33716,268.224,670.56,402.336,0.15
42-123-33717,556.26,666.2928,110.0328,0.15
42-123-33718,556.26,666.2928,110.0328,0.15
42-123-33719,556.26,666.2928,110.0328,0.15
42-123-33720,556.26,666.2928,110.0328,0.15
42-123-33721,309.9816,546.5064,236.5248,0.15
42-123-33722,314.2488,535.8384,221.5896,0.15
42-123-33727,749.808,1048.512,298.704,0.15
42-123-33728,210.312,378.5616,168.2496,0.15
42-123-33731,295.3512,467.5632,172.212,0.15
42-123-33732,295.0464,462.6864,167.64,0.15
42-123-33734,294.7416,469.0872,174.3456,0.15
42-123-33735,91.44,365.76,274.32,0.15
42-123-33736,91.44,365.76,274.32,0.15
42-123-33737,91.44,365.76,274.32,0.15
42-123-33738,537.3624,706.8312,169.4688,0.15
42-123-33739,749.808,1048.512,298.704,0.15
42-123-33740,537.3624,706.8312,169.4688,0.15
42-123-33741,537.3624,706.8312,169.4688,0.15
42-123-33742,91.44,365.76,274.32,0.15
42-123-33743,456.5904,671.4744,214.884,0.15
42-123-33745,121.3104,365.76,244.4496,0.15
42-123-33746,749.808,1048.512,298.704,0.15
42-123-33747,121.3104,472.44,351.1296,0.15
42-123-33749,749.808,1048.512,298.704,0.15
42-123-33751,749.808,1048.512,298.704,0.15
42-123-33752,200.8632,367.5888,166.7256,0.15
42-123-33753,199.9488,365.4552,165.5064,0.15
42-123-33754,207.8736,384.048,176.1744,0.15
42-123-33757,198.7296,415.1376,216.408,0.15
42-123-33758,91.44,335.28,243.84,0.15
42-123-33759,749.808,1048.512,298.704,0.15
42-123-33760,91.44,365.76,274.32,0.15
42-123-33761,91.44,365.76,274.32,0.15
42-123-33762,91.44,365.76,274.32,0.15
42-123-33763,91.44,365.76,274.32,0.15
42-123-33764,91.44,365.76,274.32,0.15
42-123-33765,91.44,365.76,274.32,0.15
42-123-33766,91.44,365.76,274.32,0.15
42-123-33767,91.44,365.76,274.32,0.15
42-123-33768,91.44,365.76,274.32,0.15
42-123-33769,91.44,365.76,274.32,0.15
42-123-33770,91.44,365.76,274.32,0.15
42-123-33771,91.44,365.76,274.32,0.15
42-123-33772,91.44,365.76,274.32,0.15
42-123-33773,91.44,365.76,274.32,0.15
42-123-33774,91.44,365.76,274.32,0.15
42-123-33775,91.44,365.76,274.32,0.15
42-123-33776,91.44,365.76,274.32,0.15
42-123-33777,91.44,365.76,274.32,0.15
42-123-33778,91.44,365.76,274.32,0.15
42-123-33779,91.44,365.76,274.32,0.15
42-123-33782,529.1328,706.8312,177.6984,0.15
42-123-33783,529.1328,706.8312,177.6984,0.15
42-123-33784,537.3624,706.8312,169.4688,0.15
42-123-33785,91.44,365.76,274.32,0.15
42-123-33787,91.44,365.76,274.32,0.15
42-123-33790,60.96,335.28,274.32,0.15
42-123-33791,121.3104,472.44,351.1296,0.15
42-123-33792,121.3104,365.76,244.4496,0.15
42-123-33793,121.3104,472.44,351.1296,0.15
42-123-33794,537.3624,706.8312,169.4688,0.15
42-123-33795,537.3624,706.8312,169.4688,0.15
42-123-33796,537.3624,706.8312,169.4688,0.15
42-123-33797,91.44,365.76,274.32,0.15
42-123-33798,91.44,365.76,274.32,0.15
42-123-33799,91.44,365.76,274.32,0.15
42-123-33800,91.44,365.76,274.32,0.15
42-123-33809,487.68,1141.476,653.796,0.15
42-123-33810,747.0648,1012.5456,265.4808,0.15
42-123-33811,749.808,1048.512,298.704,0.15
42-123-33812,91.44,350.52,259.08,0.15
42-123-33813,91.44,350.52,259.08,0.15
42-123-33814,91.44,350.52,259.08,0.15
42-123-33815,91.44,350.52,259.08,0.15
42-123-33818,91.44,365.76,274.32,0.15
42-123-33819,749.808,1048.512,298.704,0.15
42-123-33820,289.56,685.8,396.24,0.15
42-123-33821,289.56,685.8,396.24,0.15
42-123-33822,749.808,1048.512,298.704,0.15
42-123-33823,749.808,1048.512,298.704,0.15
42-123-33824,289.56,685.1904,395.6304,0.15
42-123-33825,91.44,365.76,274.32,0.15
42-123-33826,91.44,365.76,274.32,0.15
42-123-33827,537.3624,706.8312,169.4688,0.15
42-123-33828,537.3624,706.8312,169.4688,0.15
42-123-33829,91.44,365.76,274.32,0.15
42-123-33830,749.808,1048.512,298.704,0.15
42-123-33831,91.44,365.76,274.32,0.15
42-123-33832,91.44,365.76,274.32,0.15
42-123-33833,91.44,365.76,274.32,0.15
42-123-33834,91.44,365.76,274.32,0.15
42-123-33837,749.808,1048.512,298.704,0.15
42-123-33838,749.808,1048.512,298.704,0.15
42-123-33840,91.44,365.76,274.32,0.15
42-123-33853,91.44,350.52,259.08,0.15
42-123-33854,91.44,350.52,259.08,0.15
42-123-33855,91.44,350.52,259.08,0.15
42-123-33856,91.44,350.52,259.08,0.15
42-123-33857,91.44,350.52,259.08,0.15
42-123-33860,91.44,350.52,259.08,0.15
42-123-33862,91.44,350.52,259.08,0.15
42-123-33863,91.44,350.52,259.08,0.15
42-123-33864,91.44,350.52,259.08,0.15
42-123-33865,91.44,350.52,259.08,0.15
42-123-33866,91.44,350.52,259.08,0.15
42-123-33867,91.44,411.48,320.04,0.15
42-123-33873,749.808,1048.512,298.704,0.15
42-123-33876,91.44,411.48,320.04,0.15
42-123-33878,91.44,411.48,320.04,0.15
42-123-33879,91.44,411.48,320.04,0.15
42-123-33880,128.016,387.096,259.08,0.15
42-123-33881,128.016,387.096,259.08,0.15
42-123-33882,91.44,411.48,320.04,0.15
42-123-33884,91.44,411.48,320.04,0.15
42-123-33885,91.44,350.52,259.08,0.15
42-123-33886,128.016,387.096,259.08,0.15
42-123-33887,91.44,411.48,320.04,0.15
42-123-33888,91.44,411.48,320.04,0.15
42-123-33889,128.016,387.096,259.08,0.15
42-123-33891,128.016,387.096,259.08,0.15
42-123-33893,143.256,402.336,259.08,0.15
42-123-33894,143.256,402.336,259.08,0.15
42-123-33895,152.4,411.48,259.08,0.15
42-123-33896,152.4,411.48,259.08,0.15
42-123-33909,219.7608,493.4712,273.7104,0.15
42-123-33910,218.8464,495.3,276.4536,0.15
42-123-33914,537.3624,706.8312,169.4688,0.15
42-123-33919,185.928,445.008,259.08,0.15
42-123-33921,152.4,411.48,259.08,0.15
42-123-33923,188.976,448.056,259.08,0.15
42-123-33924,188.976,448.056,259.08,0.15
42-123-33925,152.4,411.48,259.08,0.15
42-123-33926,152.4,411.48,259.08,0.15
42-123-33928,152.4,411.48,259.08,0.15
42-123-33929,91.44,350.52,259.08,0.15
42-123-33930,91.44,411.48,320.04,0.15
42-123-33931,91.44,411.48,320.04,0.15
42-123-33932,91.44,411.48,320.04,0.15
42-123-33933,91.44,350.52,259.08,0.15
42-123-33934,91.44,411.48,320.04,0.15
42-123-33935,91.44,411.48,320.04,0.15
42-123-33936,91.44,411.48,320.04,0.15
42-123-33937,91.44,411.48,320.04,0.15
42-123-33947,583.692,704.3928,120.7008,0.15
42-123-33948,584.9112,706.2216,121.3104,0.15
42-123-33949,584.6064,707.4408,122.8344,0.15
42-123-33956,91.44,411.48,320.04,0.15
42-123-33957,91.44,411.48,320.04,0.15
42-123-33960,289.56,680.6184,391.0584,0.15
42-123-33961,289.56,681.8376,392.2776,0.15
42-123-33962,289.56,680.9232,391.3632,0.15
42-123-33963,289.56,680.0088,390.4488,0.15
42-123-33964,289.56,685.4952,395.9352,0.15
42-123-33965,289.56,685.8,396.24,0.15
42-123-33966,289.56,682.752,393.192,0.15
42-123-33976,30.48,152.4,121.92,0.15
42-123-33977,30.48,152.4,121.92,0.15
42-123-33978,30.48,152.4,121.92,0.15
42-123-33979,30.48,152.4,121.92,0.15
42-123-33980,274.32,639.1656,364.8456,0.15
42-123-33981,30.48,152.4,121.92,0.15
42-123-33982,30.48,152.4,121.92,0.15
42-123-33983,30.48,152.4,121.92,0.15
42-123-33984,188.976,448.056,259.08,0.15
42-123-33985,30.48,152.4,121.92,0.15
42-123-33986,274.0152,638.8608,364.8456,0.15
42-123-33987,273.7104,627.888,354.1776,0.15
42-123-33988,274.32,629.1072,354.7872,0.15
42-123-33989,274.32,635.2032,360.8832,0.15
42-123-33990,30.48,152.4,121.92,0.15
42-123-33991,30.48,152.4,121.92,0.15
42-123-33992,30.48,152.4,121.92,0.15
42-123-33993,30.48,152.4,121.92,0.15
42-123-34000,30.48,152.4,121.92,0.15
42-123-34001,30.48,152.4,121.92,0.15
42-123-34002,30.48,152.4,121.92,0.15
42-123-34006,545.2872,659.892,114.6048,0.15
42-123-34007,584.9112,705.9168,121.0056,0.15
42-123-34008,1310.64,1700.784,390.144,0.15
42-123-34009,579.7296,708.0504,128.3208,0.15
42-123-34010,603.1992,730.3008,127.1016,0.15
42-123-34011,585.5208,704.3928,118.872,0.15
42-123-34012,152.4,411.48,259.08,0.15
42-123-34013,152.4,411.48,259.08,0.15
42-123-34014,91.44,335.28,243.84,0.15
42-123-34015,213.36,579.12,365.76,0.15
42-123-34016,213.36,579.12,365.76,0.15
42-123-34017,30.48,152.4,121.92,0.15
42-123-34020,30.48,152.4,121.92,0.15
42-123-34021,30.48,152.4,121.92,0.15
42-123-34022,30.48,152.4,121.92,0.15
42-123-34023,136.2456,430.0728,293.8272,0.15
42-123-34025,136.2456,430.0728,293.8272,0.15
42-123-34026,136.2456,430.0728,293.8272,0.15
42-123-34028,136.2456,430.0728,293.8272,0.15
42-123-34029,389.2296,633.0696,243.84,0.15
42-123-34030,30.48,152.4,121.92,0.15
42-123-34031,389.2296,633.0696,243.84,0.15
42-123-34033,30.48,152.4,121.92,0.15
42-123-34034,389.2296,633.0696,243.84,0.15
42-123-34035,389.2296,633.0696,243.84,0.15
42-123-34036,30.48,152.4,121.92,0.15
42-123-34037,152.4,411.48,259.08,0.15
42-123-34038,350.2152,578.8152,228.6,0.15
42-123-34040,30.48,152.4,121.92,0.15
42-123-34041,30.48,152.4,121.92,0.15
42-123-34042,30.48,152.4,121.92,0.15
42-123-34043,30.48,152.4,121.92,0.15
42-123-34044,30.48,152.4,121.92,0.15
42-123-34045,30.48,152.4,121.92,0.15
42-123-34048,268.8336,459.9432,191.1096,0.15
42-123-34049,268.8336,459.9432,191.1096,0.15
42-123-34050,269.748,461.1624,191.4144,0.15
42-123-34052,269.748,461.1624,191.4144,0.15
42-123-34060,256.032,670.56,414.528,0.15
42-123-34061,274.32,640.08,365.76,0.15
42-123-34062,709.5744,992.7336,283.1592,0.15
42-123-34063,274.32,626.364,352.044,0.15
42-123-34064,274.32,630.936,356.616,0.15
42-123-34065,274.32,630.6312,356.3112,0.15
42-123-34066,274.32,633.984,359.664,0.15
42-123-34067,284.3784,459.6384,175.26,0.15
42-123-34068,284.3784,455.9808,171.6024,0.15
42-123-34069,284.3784,459.6384,175.26,0.15
42-123-34070,285.9024,455.3712,169.4688,0.15
42-123-34089,268.224,679.704,411.48,0.15
42-123-34093,160.02,426.72,266.7,0.15
42-123-34094,160.02,426.72,266.7,0.15
42-123-34095,160.02,426.72,266.7,0.15
42-123-34096,160.02,426.72,266.7,0.15
42-123-34097,160.02,426.72,266.7,0.15
42-123-34098,160.02,426.72,266.7,0.15
42-123-34099,152.4,411.48,259.08,0.15
42-123-34100,152.4,411.48,259.08,0.15
42-123-34101,152.4,411.48,259.08,0.15
42-123-34102,152.4,411.48,259.08,0.15
42-123-34103,152.4,411.48,259.08,0.15
42-123-34104,152.4,411.48,259.08,0.15
42-123-34105,152.4,411.48,259.08,0.15
42-123-34106,276.4536,401.4216,124.968,0.15
42-123-34110,160.02,426.72,266.7,0.15
42-123-34113,682.752,974.7504,291.9984,0.15
42-123-34114,697.992,984.504,286.512,0.15
42-123-34115,740.664,987.552,246.888,0.15
42-123-34116,746.4552,980.8464,234.3912,0.15
42-123-34117,746.4552,1002.4872,256.032,0.15
42-123-34118,672.9984,965.9112,292.9128,0.15
42-123-34125,110.9472,382.524,271.5768,0.15
42-123-34126,114.3,384.048,269.748,0.15
42-123-34127,145.0848,398.6784,253.5936,0.15
42-123-34128,152.4,411.48,259.08,0.15
42-123-34129,152.4,411.48,259.08,0.15
42-123-34130,152.4,411.48,259.08,0.15
42-123-34131,160.02,426.72,266.7,0.15
42-123-34132,152.4,411.48,259.08,0.15
42-123-34133,160.02,426.72,266.7,0.15
42-123-34134,143.256,402.336,259.08,0.15
42-123-34135,143.256,402.336,259.08,0.15
42-123-34136,99.3648,307.5432,208.1784,0.15
42-123-34137,99.3648,307.5432,208.1784,0.15
42-123-34138,252.6792,457.5048,204.8256,0.15
42-123-34139,252.6792,457.5048,204.8256,0.15
42-123-34140,167.3352,487.3752,320.04,0.15
42-123-34141,167.64,487.3752,319.7352,0.15
42-123-34144,111.5568,365.1504,253.5936,0.15
42-123-34145,113.0808,366.6744,253.5936,0.15
42-123-34146,116.7384,370.332,253.5936,0.15
42-123-34147,114.3,367.8936,253.5936,0.15
42-123-34148,182.88,457.2,274.32,0.15
42-123-34151,144.4752,589.4832,445.008,0.15
42-123-34155,243.84,609.6,365.76,0.15
42-123-34156,243.84,608.076,364.236,0.15
42-123-34159,285.9024,399.288,113.3856,0.15
42-123-34160,144.4752,589.4832,445.008,0.15
42-123-34161,144.4752,589.4832,445.008,0.15
42-123-34163,243.84,608.9904,365.1504,0.15
42-123-34164,243.84,608.076,364.236,0.15
42-123-34165,243.84,609.6,365.76,0.15
42-123-34170,364.8456,623.9256,259.08,0.15
42-123-34173,160.02,426.72,266.7,0.15
42-123-34176,121.3104,419.1,297.7896,0.15
42-123-34177,121.3104,419.1,297.7896,0.15
42-123-34178,121.3104,419.1,297.7896,0.15
42-123-34179,121.3104,419.1,297.7896,0.15
42-123-34185,292.608,581.8632,289.2552,0.15
42-123-34186,305.4096,614.172,308.7624,0.15
42-123-34187,302.9712,633.0696,330.0984,0.15
42-123-34196,755.2944,973.5312,218.2368,0.15
42-123-34197,703.4784,994.2576,290.7792,0.15
42-123-34198,741.2736,987.2472,245.9736,0.15
42-123-34200,121.3104,419.1,297.7896,0.15
42-123-34202,121.3104,419.1,297.7896,0.15
42-123-34240,121.92,370.332,248.412,0.15
42-123-34241,121.3104,369.7224,248.412,0.15
42-123-34242,116.1288,364.5408,248.412,0.15
42-123-34251,282.8544,420.624,137.7696,0.15
42-123-34252,287.7312,434.0352,146.304,0.15
42-123-34253,289.56,431.5968,142.0368,0.15
42-123-34254,278.2824,427.6344,149.352,0.15
42-123-34255,274.32,435.2544,160.9344,0.15
42-123-34256,283.7688,423.9768,140.208,0.15
42-123-34260,23.7744,272.1864,248.412,0.15
42-123-34261,20.1168,268.5288,248.412,0.15
42-123-34262,28.956,277.368,248.412,0.15
42-123-34263,25.6032,274.0152,248.412,0.15
42-123-34264,34.7472,283.1592,248.412,0.15
42-123-34265,37.7952,286.2072,248.412,0.15
42-123-34266,40.8432,289.2552,248.412,0.15
42-123-34267,46.0248,294.4368,248.412,0.15
42-123-34268,40.8432,289.2552,248.412,0.15
42-123-34269,40.8432,289.2552,248.412,0.15
42-123-34270,39.624,288.036,248.412,0.15
42-123-34273,136.2456,430.0728,293.8272,0.15
