api_number,depth_top,depth_bot,thickness,porosity,coord_latitude,coord_longitude
42-071-32225,2433.828,3570.732,1136.904,0.15,29.6626394,-94.6610924
42-071-32242,1886.712,2618.232,731.52,0.15,29.8711765,-94.8980818
42-071-32252,2095.5,2709.0624,613.5624,0.15,29.7990975,-94.6612492
42-071-32277,2133.6,2743.2,609.6,0.15,29.6767404,-94.8838671
42-071-32333,2739.5424,4640.2752,1900.7328,0.15,29.5044912,-94.9023933
42-071-32425,1990.344,2898.648,908.304,0.15,29.8585537,-94.9525109
42-071-32445,2197.9128,2324.7096,126.7968,0.15,29.758647,-94.5327097
42-071-32524,2671.572,3405.2256,733.6536,0.15,29.7846749,-94.38623
42-071-32536,2654.1984,3311.0424,656.844,0.15,29.7879992,-94.388934
42-071-32579,2665.476,3414.0648,748.5888,0.15,29.7881861,-94.373335
42-071-32594,2535.936,3582.0096,1046.0736,0.15,29.6903749,-94.4929869
42-071-32596,2661.2088,3456.7368,795.528,0.15,29.7844592,-94.3804296
42-071-32600,2472.2328,3406.14,933.9072,0.15,29.7067548,-94.5887523
42-071-32605,1810.512,2482.596,672.084,0.15,29.8738773,-94.8818614
42-071-32623,1880.0064,2505.456,625.4496,0.15,29.8862113,-94.901463
42-071-32625,2645.0544,4044.0864,1399.032,0.15,29.7952002,-94.6411332
42-089-30642,1127.76,1127.76,0,0.15,29.3753819,-96.4379805
42-089-30936,883.92,1402.08,518.16,0.15,29.6144972,-96.2597829
42-089-31530,914.4,1432.56,518.16,0.15,29.4564973,-96.452679
42-089-31609,871.728,1295.4,423.672,0.15,29.3885863,-96.5996015
42-089-31628,929.64,929.64,0,0.15,29.5733238,-96.6846651
42-089-31674,914.4,914.4,0,0.15,29.5687584,-96.6840661
42-089-31689,914.4,914.4,0,0.15,29.573092,-96.683784
42-089-31695,914.4,914.4,0,0.15,29.5757393,-96.6839437
42-089-31701,865.632,1478.28,612.648,0.15,29.32311,-96.5138049
42-089-31710,941.832,1339.596,397.764,0.15,29.4792149,-96.3466254
42-089-31711,1200.912,1374.648,173.736,0.15,29.5088112,-96.3680878
42-089-31714,752.856,1158.24,405.384,0.15,29.439335,-96.6086982
42-089-31715,914.4,914.4,0,0.15,29.5643665,-96.6852821
42-089-31726,749.808,886.968,137.16,0.15,29.4343871,-96.6143511
42-089-31730,749.808,1164.336,414.528,0.15,29.4375489,-96.61204
42-089-31852,819.912,1277.112,457.2,0.15,29.4622099,-96.3970298
42-089-31857,853.44,853.44,0,0.15,29.509192,-96.717807
42-089-31859,549.8592,1149.096,599.2368,0.15,29.4556301,-96.537154
42-089-31864,944.88,1402.08,457.2,0.15,29.4704375,-96.3612049
42-089-31868,861.3648,867.7656,6.4008,0.15,29.507723,-96.7204521
42-089-31875,862.584,862.584,0,0.15,29.5092126,-96.7164056
42-089-31887,853.44,853.44,0,0.15,29.5105746,-96.7106248
42-089-31907,859.536,859.536,0,0.15,29.5170312,-96.7014403
42-089-32149,1149.096,1459.992,310.896,0.15,29.3337316,-96.4859565
42-089-32161,941.832,1404.2136,462.3816,0.15,29.4271518,-96.4578909
42-089-32189,844.296,1350.264,505.968,0.15,29.4878079,-96.4664576
42-089-32216,981.7608,1383.792,402.0312,0.15,29.4811156,-96.3832419
42-089-32221,937.5648,1335.9384,398.3736,0.15,29.4765686,-96.4248916
42-089-32222,954.9384,1346.9112,391.9728,0.15,29.4767088,-96.419182
42-089-32244,957.072,1363.0656,405.9936,0.15,29.4636268,-96.4218067
42-089-32246,853.44,1161.288,307.848,0.15,29.8080881,-96.4942098
42-089-32251,929.64,1328.0136,398.3736,0.15,29.479035,-96.4345567
42-089-32254,925.068,1368.552,443.484,0.15,29.4599092,-96.416189
42-089-32261,947.928,1271.016,323.088,0.15,29.624985,-96.3645543
42-089-32299,846.4296,1269.1872,422.7576,0.15,29.4840099,-96.4585259
42-089-32304,925.9824,1432.56,506.5776,0.15,29.3549513,-96.4749718
42-089-32307,884.2248,1405.128,520.9032,0.15,29.3226583,-96.5402526
42-089-32385,798.576,1330.452,531.876,0.15,29.4037644,-96.5420109
42-089-32394,950.976,1277.112,326.136,0.15,29.3843275,-96.4599752
42-089-32469,579.12,615.696,36.576,0.15,29.6153589,-96.2206866
42-089-32518,957.072,1404.2136,447.1416,0.15,29.4113278,-96.4373724
42-089-32548,950.976,1330.1472,379.1712,0.15,29.4660902,-96.4488228
42-089-32584,883.92,1414.272,530.352,0.15,29.5518023,-96.2833809
42-089-32600,805.8912,1310.64,504.7488,0.15,29.3643878,-96.5687274
42-089-32611,957.072,1341.4248,384.3528,0.15,29.4632973,-96.4431747
42-089-32623,365.76,1231.392,865.632,0.15,29.7421502,-96.4412832
42-089-32651,673.608,1030.224,356.616,0.15,29.559116,-96.5889225
42-089-32706,548.64,1036.32,487.68,0.15,29.5605346,-96.6581062
42-089-32709,1143,1441.704,298.704,0.15,29.5925813,-96.734529
42-089-32712,466.344,960.12,493.776,0.15,29.758097,-96.4335967
42-089-32733,853.44,1066.8,213.36,0.15,29.7069986,-96.4856938
42-089-32736,829.056,1231.392,402.336,0.15,29.3868917,-96.5996092
42-089-32745,1078.992,1253.3376,174.3456,0.15,29.4185741,-96.57267
42-089-32749,979.932,1066.8,86.868,0.15,29.7099071,-96.4800282
42-089-32753,1237.488,1164.336,-73.152,0.15,29.6131447,-96.6943904
42-089-32758,821.436,993.648,172.212,0.15,29.7849558,-96.4804433
42-089-32760,821.436,993.648,172.212,0.15,29.7892854,-96.488366
42-123-00641,640.08,883.92,243.84,0.15,28.954114,-97.3352212
42-123-20058,716.28,975.36,259.08,0.15,29.0722972,-97.0879467
42-123-30123,1232.916,740.664,-492.252,0.15,28.8974266,-97.5733095
42-123-30242,853.44,1091.184,237.744,0.15,29.0502007,-97.1766292
42-123-30840,886.968,1042.416,155.448,0.15,29.0252259,-97.1928488
42-123-31084,609.6,914.4,304.8,0.15,28.9412054,-97.3598719
42-123-31103,804.672,999.744,195.072,0.15,28.9367095,-97.3804497
42-123-31290,762,1103.376,341.376,0.15,29.0217994,-97.2399875
42-123-31329,722.376,1109.472,387.096,0.15,29.0387104,-97.1015089
42-123-31334,651.6624,1045.464,393.8016,0.15,28.9631493,-97.2302967
42-123-31377,868.68,1051.56,182.88,0.15,28.9606661,-97.2177982
42-123-31408,551.688,1055.5224,503.8344,0.15,28.9494616,-97.2048509
42-123-31461,731.52,944.88,213.36,0.15,28.9469282,-97.3330922
42-123-31469,457.2,1042.416,585.216,0.15,28.9524124,-97.2207491
42-123-31471,609.6,1005.84,396.24,0.15,28.9527194,-97.2535044
42-123-31506,548.64,883.92,335.28,0.15,28.9568029,-97.3366361
42-123-31573,701.04,1005.84,304.8,0.15,28.968432,-97.3475107
42-123-31625,609.6,914.4,304.8,0.15,28.9572018,-97.3326929
42-123-31663,640.08,1036.32,396.24,0.15,28.9619838,-97.3474636
42-123-31741,914.4,1097.28,182.88,0.15,29.0489809,-97.15817
42-123-31959,606.552,899.16,292.608,0.15,29.1399439,-97.1284076
42-123-31964,448.3608,980.5416,532.1808,0.15,29.0912642,-97.1642405
42-123-31998,518.16,838.2,320.04,0.15,28.9081709,-97.2834701
42-123-32000,478.536,1008.888,530.352,0.15,29.120263,-97.0655651
42-123-32005,484.632,1008.888,524.256,0.15,28.9796912,-97.2760797
42-123-32007,243.84,822.96,579.12,0.15,29.1305258,-97.1226152
42-123-32012,1036.32,1036.32,0,0.15,28.9833296,-97.1913903
42-123-32072,880.872,1185.3672,304.4952,0.15,28.8977152,-97.5174933
42-123-32096,822.96,1005.84,182.88,0.15,29.085863,-97.1009442
42-123-32105,871.728,1066.1904,194.4624,0.15,28.9085172,-97.5497903
42-123-32153,859.536,1036.32,176.784,0.15,28.9776476,-97.193864
42-123-32189,896.112,1048.512,152.4,0.15,28.9758677,-97.2061656
42-123-32203,832.104,1027.176,195.072,0.15,28.9753016,-97.1901338
42-123-32471,813.816,1005.84,192.024,0.15,28.9603214,-97.2804269
42-123-32494,749.808,1048.512,298.704,0.15,29.1367878,-97.4291695
42-123-32627,121.92,365.76,243.84,0.15,29.1943937,-97.4572274
42-123-32793,749.808,1048.512,298.704,0.15,29.2219003,-97.3639902
42-123-32879,1679.448,1200.912,-478.536,0.15,29.2217212,-97.3590663
42-123-32880,749.808,1048.512,298.704,0.15,29.2581354,-97.364827
42-123-32881,749.808,1048.512,298.704,0.15,29.2583315,-97.36701
42-123-32883,749.808,1048.512,298.704,0.15,29.2224643,-97.3545829
42-123-32884,749.808,1048.512,298.704,0.15,29.2245988,-97.3581529
42-123-32885,749.808,1048.512,298.704,0.15,29.255825,-97.3679738
42-123-32912,743.1024,1024.4328,281.3304,0.15,28.93929,-97.3105014
42-123-32927,228.6,608.9904,380.3904,0.15,29.0344697,-97.5899509
42-123-32932,228.6,593.7504,365.1504,0.15,29.0358489,-97.5889471
42-123-32946,228.6,594.0552,365.4552,0.15,29.0350895,-97.5893588
42-123-32956,749.808,399.288,-350.52,0.15,29.2223965,-97.3444013
42-123-32958,749.808,1048.512,298.704,0.15,29.2615641,-97.3551863
42-123-32982,198.12,399.288,201.168,0.15,29.2572436,-97.3709515
42-123-32983,198.12,402.336,204.216,0.15,29.2571693,-97.369073
42-123-33020,198.12,402.336,204.216,0.15,29.2586135,-97.3677069
42-123-33023,749.808,1048.512,298.704,0.15,29.2796749,-97.3697826
42-123-33034,198.12,402.336,204.216,0.15,29.2578686,-97.380349
42-123-33037,749.808,1048.512,298.704,0.15,29.2771462,-97.387224
42-123-33038,198.12,402.336,204.216,0.15,29.278458,-97.3863862
42-123-33105,749.808,1048.512,298.704,0.15,29.1205956,-97.4905722
42-123-33156,448.056,716.28,268.224,0.15,29.1860916,-97.2907
42-123-33190,821.7408,1048.512,226.7712,0.15,29.0155342,-97.3786711
42-123-33193,183.4896,411.1752,227.6856,0.15,29.0829946,-97.5154349
42-123-33194,172.8216,404.7744,231.9528,0.15,29.0850649,-97.5155352
42-123-33195,176.784,407.8224,231.0384,0.15,29.0838065,-97.5150642
42-123-33208,152.4,396.24,243.84,0.15,29.0764915,-97.6148885
42-123-33209,152.4,396.24,243.84,0.15,29.078,-97.614091
42-123-33210,152.4,396.24,243.84,0.15,29.0794244,-97.6136254
42-123-33211,152.4,396.24,243.84,0.15,29.0806323,-97.6129807
42-123-33219,274.32,685.8,411.48,0.15,28.9785588,-97.5961406
42-123-33220,274.32,685.4952,411.1752,0.15,28.9793669,-97.5957034
42-123-33221,274.32,684.8856,410.5656,0.15,28.9802129,-97.5952218
42-123-33222,274.32,685.8,411.48,0.15,28.9812377,-97.595171
42-123-33223,152.4,396.24,243.84,0.15,29.1125798,-97.5894885
42-123-33244,152.4,396.24,243.84,0.15,29.1135662,-97.5889066
42-123-33245,274.0152,654.4056,380.3904,0.15,28.9981467,-97.5789404
42-123-33246,274.32,655.0152,380.6952,0.15,28.9972325,-97.5792815
42-123-33247,274.32,655.32,381,0.15,28.9972129,-97.5809945
42-123-33254,152.4,365.76,213.36,0.15,29.1150645,-97.5853878
42-123-33255,152.4,365.76,213.36,0.15,29.11514,-97.5823666
42-123-33256,152.4,396.24,243.84,0.15,29.1159798,-97.5822287
42-123-33257,152.4,396.24,243.84,0.15,29.1165819,-97.58053
42-123-33258,152.4,396.24,243.84,0.15,29.1172392,-97.5799261
42-123-33262,762,1066.8,304.8,0.15,29.2276219,-97.4228858
42-123-33263,762,1066.8,304.8,0.15,29.227173,-97.4242091
42-123-33264,762,457.2,-304.8,0.15,29.2287119,-97.4201852
42-123-33270,520.5984,582.168,61.5696,0.15,29.0040026,-97.6561948
42-123-33271,520.5984,582.168,61.5696,0.15,29.003245,-97.6569046
42-123-33275,220.3704,367.5888,147.2184,0.15,29.0943418,-97.6239807
42-123-33276,202.3872,359.664,157.2768,0.15,29.0832783,-97.5950909
42-123-33279,178.308,332.8416,154.5336,0.15,29.1309239,-97.5176379
42-123-33280,179.832,330.4032,150.5712,0.15,29.1302142,-97.5179334
42-123-33281,179.5272,339.852,160.3248,0.15,29.1296217,-97.5184529
42-123-33311,152.4,396.24,243.84,0.15,29.1247848,-97.5827394
42-123-33313,174.9552,337.1088,162.1536,0.15,29.1314741,-97.5169514
42-123-33321,152.4,396.24,243.84,0.15,29.1240098,-97.5832443
42-123-33322,152.4,396.24,243.84,0.15,29.1232292,-97.5834832
42-123-33323,152.4,396.24,243.84,0.15,29.1194778,-97.5781605
42-123-33324,152.4,396.24,243.84,0.15,29.118197,-97.5778227
42-123-33329,152.4,396.24,243.84,0.15,29.0883269,-97.6491517
42-123-33333,209.3976,379.7808,170.3832,0.15,29.1194947,-97.5170597
42-123-33337,152.4,396.24,243.84,0.15,29.0842472,-97.6314641
42-123-33338,152.4,396.24,243.84,0.15,29.0851756,-97.6305279
42-123-33339,152.4,396.24,243.84,0.15,29.0856674,-97.6291485
42-123-33340,152.4,396.24,243.84,0.15,29.0868662,-97.629179
42-123-33341,152.4,396.24,243.84,0.15,29.1095802,-97.5464119
42-123-33342,152.4,396.24,243.84,0.15,29.1089792,-97.5470156
42-123-33343,152.4,396.24,243.84,0.15,29.107981,-97.5476421
42-123-33344,152.4,396.24,243.84,0.15,29.1074386,-97.5484259
42-123-33345,152.4,396.24,243.84,0.15,29.1066968,-97.5491308
42-123-33349,213.36,417.576,204.216,0.15,29.2222487,-97.369675
42-123-33351,213.36,417.576,204.216,0.15,29.224966,-97.3718261
42-123-33352,213.36,417.576,204.216,0.15,29.2223791,-97.3726863
42-123-33353,213.36,417.576,204.216,0.15,29.2223882,-97.3731854
42-123-33354,213.36,417.576,204.216,0.15,29.2574802,-97.3788359
42-123-33355,213.36,417.576,204.216,0.15,29.257406,-97.3802228
42-123-33357,180.7464,320.9544,140.208,0.15,29.1170395,-97.6138859
42-123-33358,184.0992,326.4408,142.3416,0.15,29.1178647,-97.6135581
42-123-33359,182.5752,326.7456,144.1704,0.15,29.1186562,-97.6129544
42-123-33387,191.1096,328.5744,137.4648,0.15,29.154292,-97.5365639
42-123-33388,155.7528,327.9648,172.212,0.15,29.1562594,-97.5344512
42-123-33389,156.6672,327.66,170.9928,0.15,29.1556482,-97.5352444
42-123-33390,149.352,321.2592,171.9072,0.15,29.1550049,-97.5358979
42-123-33391,181.9656,352.3488,170.3832,0.15,29.1136467,-97.5049978
42-123-33398,311.8104,576.6816,264.8712,0.15,29.0547269,-97.5552308
42-123-33401,285.9024,549.8592,263.9568,0.15,29.0490689,-97.5730467
42-123-33402,261.8232,458.4192,196.596,0.15,29.2228059,-97.3803471
42-123-33404,187.7568,268.224,80.4672,0.15,29.1717392,-97.5294889
42-123-33405,188.6712,268.224,79.5528,0.15,29.1712135,-97.5304341
42-123-33406,185.928,270.9672,85.0392,0.15,29.1704918,-97.5308847
42-123-33412,762,1066.8,304.8,0.15,29.226563,-97.4261423
42-123-33413,762,1066.8,304.8,0.15,29.2270109,-97.4253136
42-123-33415,762,1066.8,304.8,0.15,29.2263395,-97.4273989
42-123-33422,762,457.2,-304.8,0.15,29.2334522,-97.4346444
42-123-33425,762,457.2,-304.8,0.15,29.2307726,-97.43786
42-123-33426,762,457.2,-304.8,0.15,29.2315505,-97.4369408
42-123-33427,762,457.2,-304.8,0.15,29.2320463,-97.4362602
42-123-33430,177.3936,339.5472,162.1536,0.15,29.1097117,-97.6178967
42-123-33431,181.356,338.6328,157.2768,0.15,29.1091457,-97.6179082
42-123-33432,178.9176,337.7184,158.8008,0.15,29.1085133,-97.618329
42-123-33435,152.4,396.24,243.84,0.15,29.1187629,-97.5612601
42-123-33436,152.4,396.24,243.84,0.15,29.1180573,-97.5618852
42-123-33437,152.4,396.24,243.84,0.15,29.1174454,-97.5629661
42-123-33439,152.4,396.24,243.84,0.15,29.1194917,-97.5607619
42-123-33440,152.4,396.24,243.84,0.15,29.1201263,-97.5599777
42-123-33441,152.4,335.28,182.88,0.15,29.1188893,-97.5608349
42-123-33442,152.4,396.24,243.84,0.15,29.1178754,-97.5615131
42-123-33443,115.824,329.184,213.36,0.15,29.1618526,-97.4477611
42-123-33444,137.16,350.52,213.36,0.15,29.162843,-97.4471806
42-123-33445,137.16,350.52,213.36,0.15,29.162707,-97.4457954
42-123-33446,137.16,350.52,213.36,0.15,29.1629978,-97.4449046
42-123-33447,137.16,350.52,213.36,0.15,29.1632392,-97.4437574
42-123-33448,137.16,350.52,213.36,0.15,29.1636833,-97.4429333
42-123-33449,143.256,358.14,214.884,0.15,29.1638299,-97.4419518
42-123-33450,143.256,358.14,214.884,0.15,29.1641712,-97.44098
42-123-33452,228.6,441.6552,213.0552,0.15,29.1764691,-97.4564748
42-123-33456,121.92,365.76,243.84,0.15,29.1751218,-97.4608765
42-123-33457,121.92,365.76,243.84,0.15,29.1756547,-97.4594696
42-123-33458,121.92,365.76,243.84,0.15,29.1760737,-97.4582043
42-123-33459,121.92,365.76,243.84,0.15,29.176384,-97.4572366
42-123-33462,181.6608,340.4616,158.8008,0.15,29.1079427,-97.618381
42-123-33477,365.76,640.08,274.32,0.15,29.0065304,-97.6749587
42-123-33478,365.76,640.08,274.32,0.15,29.0067157,-97.6723194
42-123-33479,365.76,640.08,274.32,0.15,29.0069455,-97.6700786
42-123-33480,365.76,640.08,274.32,0.15,29.0080389,-97.6692478
42-123-33481,146.304,361.188,214.884,0.15,29.1654191,-97.4376587
42-123-33482,146.304,361.188,214.884,0.15,29.1652298,-97.4384167
42-123-33483,274.0152,655.0152,381,0.15,28.9960851,-97.5807748
42-123-33484,274.32,655.0152,380.6952,0.15,28.9953193,-97.5811008
42-123-33485,228.6,608.9904,380.3904,0.15,29.0203383,-97.612719
42-123-33486,228.6,609.6,381,0.15,29.021388,-97.6119306
42-123-33487,228.6,608.9904,380.3904,0.15,29.0178616,-97.603983
42-123-33491,259.08,654.4056,395.3256,0.15,29.0020555,-97.5963004
42-123-33492,243.84,655.0152,411.1752,0.15,29.0047353,-97.6029661
42-123-33493,243.84,654.7104,410.8704,0.15,29.0039795,-97.603445
42-123-33494,243.84,654.1008,410.2608,0.15,29.0029588,-97.6033495
42-123-33495,336.1944,601.3704,265.176,0.15,29.0421528,-97.5768549
42-123-33499,228.6,654.1008,425.5008,0.15,28.973971,-97.6397908
42-123-33500,228.6,654.1008,425.5008,0.15,28.9726547,-97.6370218
42-123-33501,228.6,654.1008,425.5008,0.15,28.9743051,-97.6314239
42-123-33502,228.6,654.1008,425.5008,0.15,28.9737926,-97.6304088
42-123-33506,254.8128,464.5152,209.7024,0.15,29.2227911,-97.3793916
42-123-33507,365.76,640.08,274.32,0.15,29.0028802,-97.6786203
42-123-33508,365.76,640.08,274.32,0.15,29.0039447,-97.678029
42-123-33509,365.76,640.08,274.32,0.15,29.005086,-97.6772102
42-123-33510,365.76,640.08,274.32,0.15,29.0057943,-97.6765696
42-123-33511,562.356,609.6,47.244,0.15,28.9773049,-97.6736162
42-123-33512,152.4,396.24,243.84,0.15,28.9781525,-97.6725719
42-123-33513,365.76,640.08,274.32,0.15,29.0011881,-97.7006928
42-123-33514,558.0888,609.6,51.5112,0.15,28.979441,-97.6719972
42-123-33515,457.2,655.32,198.12,0.15,28.9816175,-97.6705684
42-123-33516,457.2,655.32,198.12,0.15,28.9806407,-97.6711606
42-123-33517,213.36,340.7664,127.4064,0.15,29.2564786,-97.3962335
42-123-33521,265.176,472.44,207.264,0.15,29.2293214,-97.3836554
42-123-33525,274.32,562.9656,288.6456,0.15,29.0092198,-97.6971913
42-123-33526,274.32,562.9656,288.6456,0.15,29.0088976,-97.6991141
42-123-33527,274.32,562.9656,288.6456,0.15,29.0036301,-97.7001544
42-123-33528,274.32,685.1904,410.8704,0.15,28.9779988,-97.5968335
42-123-33529,274.32,685.1904,410.8704,0.15,28.9812473,-97.5933839
42-123-33532,274.32,562.9656,288.6456,0.15,29.0022323,-97.6991524
42-123-33533,274.32,562.9656,288.6456,0.15,29.0066496,-97.6990731
42-123-33534,274.32,562.9656,288.6456,0.15,29.007814,-97.6989061
42-123-33535,457.2,655.32,198.12,0.15,28.9858579,-97.667844
42-123-33536,457.2,655.32,198.12,0.15,28.9871138,-97.6671332
42-123-33537,457.2,655.32,198.12,0.15,28.988311,-97.6665296
42-123-33538,457.2,655.32,198.12,0.15,28.989143,-97.6669043
42-123-33539,457.2,655.32,198.12,0.15,28.9895202,-97.6653585
42-123-33540,457.2,655.32,198.12,0.15,28.9903792,-97.6650348
42-123-33541,210.0072,384.048,174.0408,0.15,29.1190953,-97.5205668
42-123-33542,259.08,622.7064,363.6264,0.15,29.0211048,-97.5723593
42-123-33543,259.08,623.316,364.236,0.15,29.0220344,-97.5719693
42-123-33544,259.08,622.7064,363.6264,0.15,29.022763,-97.571433
42-123-33548,213.36,340.7664,127.4064,0.15,29.2574847,-97.393076
42-123-33549,213.36,340.7664,127.4064,0.15,29.2568805,-97.3946668
42-123-33552,586.74,701.6496,114.9096,0.15,28.9555978,-97.549749
42-123-33564,558.0888,609.6,51.5112,0.15,28.9748648,-97.6749676
42-123-33565,560.832,609.6,48.768,0.15,28.9729319,-97.6758528
42-123-33566,560.832,609.6,48.768,0.15,28.9713164,-97.6768946
42-123-33567,562.356,609.6,47.244,0.15,28.9701622,-97.6775946
42-123-33569,259.08,624.2304,365.1504,0.15,29.0236468,-97.5712768
42-123-33570,243.84,624.2304,380.3904,0.15,29.0244965,-97.5708798
42-123-33571,243.5352,624.2304,380.6952,0.15,29.025307,-97.5704713
42-123-33572,243.84,624.2304,380.3904,0.15,29.0259728,-97.5699095
42-123-33581,228.6,591.0072,362.4072,0.15,29.0365862,-97.5888968
42-123-33582,243.84,606.8568,363.0168,0.15,29.0372712,-97.587958
42-123-33583,243.84,606.552,362.712,0.15,29.0382657,-97.5879133
42-123-33584,274.32,666.9024,392.5824,0.15,28.998447,-97.5682895
42-123-33585,274.32,669.6456,395.3256,0.15,28.999078,-97.5678876
42-123-33586,274.32,669.3408,395.0208,0.15,28.9999129,-97.567432
42-123-33587,274.32,666.5976,392.2776,0.15,29.0011638,-97.5681279
42-123-33592,213.36,340.7664,127.4064,0.15,29.2351211,-97.4002315
42-123-33593,213.36,340.7664,127.4064,0.15,29.235559,-97.3993704
42-123-33594,213.36,340.7664,127.4064,0.15,29.2357057,-97.3982578
42-123-33595,213.36,340.7664,127.4064,0.15,29.2359589,-97.3972521
42-123-33596,213.36,341.376,128.016,0.15,29.233069,-97.419362
42-123-33597,213.36,341.376,128.016,0.15,29.2335532,-97.41849
42-123-33598,213.36,341.376,128.016,0.15,29.2336809,-97.4175533
42-123-33599,213.36,344.424,131.064,0.15,29.234232,-97.4165027
42-123-33600,213.36,344.424,131.064,0.15,29.237089,-97.4079773
42-123-33602,213.36,344.424,131.064,0.15,29.2368621,-97.4090454
42-123-33603,213.36,344.424,131.064,0.15,29.2365459,-97.4099863
42-123-33604,213.36,344.424,131.064,0.15,29.2358766,-97.411198
42-123-33605,213.36,344.424,131.064,0.15,29.2359013,-97.4117897
42-123-33606,213.36,344.424,131.064,0.15,29.2352804,-97.4127997
42-123-33607,213.36,344.424,131.064,0.15,29.2351911,-97.413843
42-123-33608,213.36,344.424,131.064,0.15,29.2348346,-97.4148774
42-123-33609,213.36,340.7664,127.4064,0.15,29.2229993,-97.3876108
42-123-33611,213.36,340.7664,127.4064,0.15,29.2230173,-97.3831317
42-123-33612,749.808,1048.512,298.704,0.15,29.1509594,-97.4259798
42-123-33613,749.808,1048.512,298.704,0.15,29.1513174,-97.4250008
42-123-33614,749.808,1048.512,298.704,0.15,29.1515555,-97.4241307
